level,model,iteration,temperature,requirement_id,n,mean_coverage,stdev_coverage,min,max
requirement,llama3.3:70b,1,1.0,req15,3,0.3333,0.1155,0.2,0.4
requirement,llama3.3:70b,1,1.0,req16,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,1,1.0,req17,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,1,1.0,req18,3,0.4,0.0,0.4,0.4
requirement,llama3.3:70b,1,1.0,req19,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,1,1.0,req2,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,1,1.0,req20,3,0.4,0.0,0.4,0.4
requirement,llama3.3:70b,1,1.0,req21,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,1,1.0,req22,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,1,1.0,req3,3,0.5333,0.1155,0.4,0.6
requirement,llama3.3:70b,1,1.0,req4,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,1,1.0,req5,3,0.4,0.0,0.4,0.4
requirement,llama3.3:70b,1,1.0,req6,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,1,1.0,req7,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,1,1.0,req8,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,1,1.0,req9,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req1,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,0.0,req10,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,0.0,req11,3,0.7,0.0,0.7,0.7
requirement,llama3.3:70b,2,0.0,req12,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req13,3,0.7,0.0,0.7,0.7
requirement,llama3.3:70b,2,0.0,req14,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req15,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req16,3,0.7,0.0,0.7,0.7
requirement,llama3.3:70b,2,0.0,req17,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req18,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req19,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,0.0,req2,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,0.0,req20,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req21,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req22,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req3,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,0.0,req4,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,0.0,req5,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,0.0,req6,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,0.0,req7,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,0.0,req8,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,0.0,req9,3,0.7,0.0,0.7,0.7
requirement,llama3.3:70b,2,1.0,req1,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,1.0,req10,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,1.0,req11,3,0.6667,0.0577,0.6,0.7
requirement,llama3.3:70b,2,1.0,req12,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,1.0,req13,3,0.7,0.0,0.7,0.7
requirement,llama3.3:70b,2,1.0,req14,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,1.0,req15,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,1.0,req16,3,0.7,0.0,0.7,0.7
requirement,llama3.3:70b,2,1.0,req17,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,1.0,req18,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,1.0,req19,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,1.0,req2,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,1.0,req20,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,1.0,req21,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,1.0,req22,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,1.0,req3,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,1.0,req4,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,1.0,req5,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,1.0,req6,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,2,1.0,req7,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,1.0,req8,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,2,1.0,req9,3,0.7,0.0,0.7,0.7
requirement,llama3.3:70b,3,0.0,req1,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req10,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req11,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req12,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req13,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req14,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req15,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,3,0.0,req16,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req17,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req18,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req19,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req2,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req20,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req21,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req22,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req3,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req4,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req5,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req6,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req7,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req8,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,0.0,req9,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req1,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req10,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req11,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req12,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req13,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req14,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req15,3,0.6,0.0,0.6,0.6
requirement,llama3.3:70b,3,1.0,req16,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req17,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req18,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req19,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req2,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req20,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req21,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req22,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req3,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req4,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req5,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req6,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req7,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req8,3,0.8,0.0,0.8,0.8
requirement,llama3.3:70b,3,1.0,req9,3,0.8,0.0,0.8,0.8
